btr_pwr,btr_life,mhz,cores,frontcam,backcam,px_h,px_w,cm_h,cm_w,rom,ram,thick,weight,dual_sim,bt,touch,wifi,4g,3g,class
1851,14,1.9,6,3,11,293,1967,7,6,12,735,0.9,198,1,1,0,1,1,1,0
727,7,1.5,7,0,1,813,1377,19,13,32,1891,1.0,131,0,1,0,1,1,1,1
1396,8,1.5,6,0,1,173,1843,7,1,44,1386,0.1,118,1,0,1,1,1,1,1
877,6,1.3,1,9,14,457,652,14,12,46,3260,0.8,135,1,0,0,0,1,1,2
696,4,2.4,3,11,13,533,797,14,11,35,2022,0.2,103,0,1,0,1,1,1,1
1009,15,1.0,8,2,14,912,1043,7,5,2,1716,0.6,102,1,1,0,0,0,0,1
1526,8,1.1,5,2,6,798,1418,7,1,38,3317,0.3,116,1,0,1,1,1,1,3
987,8,2.0,7,1,3,412,565,11,3,20,1454,0.8,192,1,0,1,0,0,1,0
1414,12,2.2,4,0,1,130,887,13,0,49,2290,0.5,101,1,1,1,0,1,1,1
1732,20,0.8,5,2,3,201,656,17,11,61,3940,0.3,172,0,0,1,1,0,0,3
1587,4,0.5,8,0,15,299,874,17,4,50,461,0.9,148,0,1,0,1,0,1,0
1097,12,0.8,7,10,15,1277,1352,15,6,21,2219,0.1,160,0,0,0,1,1,1,2
504,16,2.8,3,0,0,626,1195,6,0,40,470,0.5,178,1,0,0,0,0,1,0
1159,9,2.7,8,13,18,378,751,10,0,28,2495,0.2,80,0,0,1,1,1,1,2
1910,2,1.4,7,0,2,333,639,8,7,29,2944,0.6,146,0,0,1,1,0,1,2
865,19,1.2,3,8,9,805,1804,16,11,59,2361,0.1,159,1,0,0,1,0,1,2
1930,13,2.0,8,11,12,1901,1920,17,3,16,1783,0.8,186,0,1,0,1,0,0,2
860,20,1.3,3,8,13,1573,1581,13,7,40,2832,0.7,170,1,1,1,1,1,1,2
1268,20,2.9,6,9,17,360,912,11,5,42,931,0.9,182,0,1,1,0,1,1,0
999,5,1.8,4,0,1,20,745,17,10,27,1344,0.1,167,1,1,0,0,1,1,0
622,5,0.7,2,0,0,98,511,13,1,9,3916,0.3,127,0,0,0,1,1,1,2
1250,14,1.4,7,8,20,703,1011,14,1,44,1882,0.2,182,0,1,0,0,0,0,1
763,9,0.5,5,9,12,273,1278,11,6,51,2865,0.3,104,0,1,1,1,1,1,2
1100,16,1.6,8,12,14,919,1344,12,2,15,757,0.1,112,0,1,1,1,0,1,0
815,6,2.0,6,4,12,982,1291,5,4,51,3469,0.3,85,1,0,0,1,0,1,3
618,17,0.5,3,2,7,879,896,18,15,57,2399,0.2,88,1,1,1,1,1,1,1
553,20,2.2,2,0,1,1287,1892,12,10,18,3300,0.7,136,1,1,0,0,1,1,3
673,9,2.2,2,2,9,1109,1247,19,2,3,2719,0.4,84,1,1,1,1,0,1,2
563,15,2.0,7,3,12,211,684,14,4,47,3012,0.3,115,1,0,0,0,0,1,2
1590,4,1.5,4,12,15,1058,1109,6,5,14,2836,0.5,187,1,0,0,0,1,1,3
1031,16,2.1,2,2,9,532,1247,11,7,11,2385,0.1,121,1,1,0,0,1,1,2
909,4,0.5,3,9,10,290,773,12,0,30,594,0.4,97,1,1,1,1,0,1,0
1880,3,0.5,4,0,1,890,1019,9,0,7,2968,0.6,104,0,0,1,0,1,1,3
1479,5,1.8,6,0,0,327,645,12,10,24,3762,0.1,146,1,1,0,0,1,1,3
1271,20,1.5,1,0,1,1260,1788,15,13,2,892,0.9,161,1,0,1,0,0,0,1
709,5,1.9,8,11,15,570,1422,17,11,13,467,0.1,81,0,0,1,1,1,1,0
1744,14,2.8,1,0,0,621,1558,10,6,62,345,0.7,158,0,0,0,0,1,1,0
1314,17,2.2,7,0,1,328,1858,9,8,40,3033,0.8,116,0,1,1,1,1,1,3
1136,16,0.5,6,0,2,1307,1767,9,5,9,2110,0.9,150,0,0,0,1,1,1,2
1039,5,2.7,8,11,13,497,618,14,8,56,3105,0.3,125,0,1,1,1,0,0,2
1300,10,0.5,6,5,7,219,1037,15,3,62,874,0.1,156,0,1,1,0,0,1,0
732,15,2.3,7,7,11,1163,1554,19,3,39,3681,0.6,188,1,1,1,1,1,1,3
511,7,0.7,2,1,10,24,759,8,3,52,3865,0.7,180,1,0,0,1,1,1,2
1092,11,0.5,3,10,14,468,571,14,4,11,737,0.5,167,1,1,1,0,0,0,0
921,11,2.2,7,12,18,1272,1469,8,2,10,3153,0.1,170,1,1,1,0,1,1,3
1030,12,0.5,1,4,8,503,551,8,6,37,2800,0.7,147,0,1,0,1,1,1,2
1130,11,1.8,1,0,8,1495,1579,14,5,27,315,0.9,101,1,0,1,0,0,1,0
1299,20,2.8,8,2,6,1333,1838,13,1,60,1412,0.8,187,1,0,1,1,0,0,1
1009,13,2.8,7,7,15,267,1841,19,8,2,2286,0.6,115,1,1,0,0,1,1,2
1735,19,1.8,2,16,17,149,876,17,15,34,2392,0.1,140,1,0,0,1,0,1,2
1129,5,2.8,2,0,2,1070,1079,8,4,49,1857,0.5,185,1,1,1,1,0,1,1
708,16,1.9,7,0,1,206,620,10,6,26,1419,0.3,116,0,0,1,1,0,1,0
894,2,0.7,2,2,3,158,747,12,7,58,3305,0.1,123,0,0,0,0,1,1,2
530,6,2.4,6,1,20,48,1012,17,7,32,959,0.3,88,0,0,1,0,0,0,0
1481,4,2.0,3,0,0,249,522,17,16,35,2635,0.5,105,1,1,0,1,0,1,2
1068,9,2.7,5,0,1,935,1499,17,7,45,1754,0.6,194,1,0,0,1,1,1,1
1487,14,0.5,3,6,12,140,768,18,4,57,2563,0.7,84,0,0,0,0,1,1,2
1524,9,2.5,4,11,20,184,740,7,0,41,1936,1.0,96,1,0,1,1,1,1,1
1093,4,1.9,8,2,14,238,807,8,5,22,1869,0.3,196,1,0,1,1,1,1,1
1816,16,1.6,5,0,2,800,1089,11,7,50,3637,0.1,186,1,1,0,1,0,0,3
627,14,1.8,3,2,8,211,507,17,6,20,896,0.8,142,0,0,0,0,0,0,0
989,20,0.7,3,13,15,670,804,10,1,51,2349,0.4,132,0,1,0,1,1,1,1
1895,6,0.5,1,2,11,725,1335,15,4,5,774,0.7,134,0,0,1,0,1,1,1
805,2,1.7,3,0,10,81,1544,7,6,58,3397,0.9,168,1,1,0,0,1,1,2
713,4,1.6,8,7,9,1211,1378,10,6,2,485,0.4,181,0,1,1,1,1,1,0
864,12,2.5,4,10,15,1362,1378,13,8,24,3964,0.7,148,0,0,1,0,1,1,3
1177,11,0.9,4,1,7,945,1923,8,5,11,1887,1.0,181,0,0,1,1,0,1,1
582,20,0.5,3,8,11,1043,1702,6,1,32,2977,0.7,107,0,0,1,1,0,0,2
1898,19,1.8,7,3,4,444,739,10,5,56,2114,0.2,185,1,0,1,1,1,1,2
1158,15,0.7,2,1,20,311,1796,17,9,29,1542,0.7,123,1,0,0,1,1,1,1
1451,18,0.5,8,5,12,812,1456,15,7,57,3038,0.6,181,0,1,0,1,1,1,3
1820,11,1.4,7,5,10,202,1884,11,9,51,2481,0.9,163,0,1,0,0,0,0,2
984,16,0.5,3,3,20,531,707,18,15,9,841,0.8,140,1,0,0,0,1,1,0
580,8,2.1,4,0,5,404,898,12,11,24,3565,0.4,135,1,1,0,1,0,1,2
1263,4,2.0,6,0,3,954,1609,9,6,5,1958,0.4,146,0,1,1,1,0,1,2
1237,8,0.5,8,2,5,274,603,14,0,27,2454,0.1,87,0,0,1,1,0,1,2
514,5,1.6,1,7,9,956,1723,12,8,37,3392,0.1,172,0,1,1,1,1,1,3
1515,20,2.6,3,0,1,1438,1593,14,4,56,262,0.9,184,0,0,1,0,1,1,0
721,8,0.5,4,6,9,1446,1988,8,4,6,530,0.4,194,1,0,0,1,1,1,0
603,9,2.5,3,3,16,692,1057,13,1,35,3703,0.7,126,1,1,0,1,0,0,3
1426,3,2.5,1,2,7,777,1032,5,1,55,2562,0.4,109,0,1,0,0,1,1,2
1820,18,1.7,1,0,3,1157,1951,10,2,64,574,0.6,161,1,1,1,0,1,1,1
1215,15,1.0,4,4,8,454,1473,7,1,16,2632,0.1,130,0,0,0,1,0,0,2
697,4,2.7,2,5,6,478,1477,12,6,20,259,0.4,173,1,0,1,1,1,1,0
717,15,0.5,1,4,5,217,1106,10,7,10,688,0.6,198,1,1,1,0,0,0,0
1348,12,2.0,6,5,6,468,741,19,1,36,2554,0.3,145,1,1,1,0,0,0,2
1164,17,2.6,1,0,6,1107,1656,11,10,61,3859,0.3,88,1,1,1,0,0,0,3
578,5,0.5,5,9,13,626,1134,15,12,62,2977,0.3,170,0,1,1,1,1,1,2
1971,17,0.5,7,0,19,485,922,8,7,40,571,0.3,186,1,1,1,0,0,1,0
1794,14,0.5,7,5,7,43,627,14,7,55,402,0.5,86,1,1,0,1,1,1,0
1558,17,2.5,5,2,3,322,1385,16,5,32,878,0.1,114,0,1,1,1,1,1,0
1597,15,0.9,1,4,19,880,1145,8,3,4,2130,0.5,85,0,1,1,0,1,1,2
1240,17,1.6,2,0,9,1511,1756,13,1,39,3260,0.1,146,0,0,0,1,0,0,3
1994,6,0.8,8,2,4,667,711,11,8,7,454,0.6,88,1,1,1,0,1,1,0
1221,14,2.3,7,7,19,765,1899,19,16,35,2638,0.4,152,0,0,1,1,1,1,2
989,5,1.6,8,11,17,614,679,16,13,24,2819,0.6,156,1,1,0,1,1,1,2
1180,20,1.2,4,5,20,925,1252,7,3,50,1464,1.0,144,0,1,1,1,1,1,1
718,3,2.8,6,10,13,1185,1387,11,9,59,1824,0.8,113,0,0,1,0,0,1,1
1670,5,1.6,8,0,15,1706,1886,16,0,47,876,0.8,139,1,1,1,0,0,1,1
534,18,2.5,7,1,9,347,1477,7,5,21,2706,0.3,164,0,1,1,0,1,1,2
1566,13,0.5,2,0,0,1603,1930,14,9,20,659,0.5,126,1,1,1,1,0,1,1
1935,6,0.5,5,0,9,806,860,9,2,29,455,0.6,124,0,0,0,1,1,1,0
504,2,2.8,2,2,10,1207,1539,17,11,54,2378,0.4,163,1,1,0,0,0,1,2
913,18,1.7,1,1,14,431,1144,15,3,41,2278,0.3,103,1,0,1,0,1,1,1
1317,5,1.8,5,2,3,179,613,16,13,43,3436,0.5,113,1,0,1,1,0,0,3
917,13,0.5,6,1,2,423,909,19,2,31,3424,0.5,88,0,1,1,0,1,1,3
712,10,2.5,6,1,3,1131,1743,5,0,49,401,0.6,99,1,0,0,1,0,1,0
1083,19,1.0,2,6,20,925,1469,19,18,52,681,0.9,126,0,0,1,1,0,1,0
1039,7,0.6,6,5,8,62,544,15,7,6,3212,0.1,136,0,0,0,1,1,1,2
1747,10,0.5,6,4,12,800,873,7,1,13,3105,0.7,185,0,0,0,0,0,1,3
1449,10,0.5,6,0,0,211,947,5,1,52,2036,0.6,105,1,1,1,0,0,0,1
1872,5,0.5,7,14,18,81,1389,16,15,49,3153,0.2,139,1,1,1,0,0,1,3
1796,3,1.6,4,5,6,667,798,9,4,7,1642,0.1,101,1,0,1,1,0,0,1
1097,12,1.4,1,0,17,405,519,15,12,60,509,0.8,181,0,0,0,0,0,1,0
1562,6,0.5,8,1,10,678,1676,16,11,20,3465,0.8,172,1,0,1,0,1,1,3
1433,2,2.3,7,8,12,1619,1651,18,16,27,3900,0.9,153,0,1,0,1,1,1,3
740,19,1.8,1,1,11,935,1147,7,6,12,1105,0.2,123,0,0,1,1,0,0,0
676,6,2.2,1,1,5,864,1011,13,7,39,2064,0.2,84,0,0,0,0,1,1,1
503,9,1.8,1,1,4,1495,1688,19,6,13,3117,0.7,131,1,1,0,1,1,1,3
1020,8,1.5,3,13,18,870,1613,13,9,7,1142,0.7,96,0,0,0,1,1,1,1
896,4,1.0,1,3,4,1379,1469,12,10,4,1060,0.3,111,1,0,1,1,1,1,1
1824,5,0.8,2,4,5,1055,1738,14,1,19,2381,0.9,143,0,1,0,0,1,1,2
1512,11,0.6,3,1,2,220,1838,7,3,54,3366,0.4,134,1,0,0,1,1,1,3
1053,14,2.9,6,7,17,419,1261,17,0,42,1339,0.9,126,0,0,0,1,0,0,0
1944,8,1.8,4,0,10,1111,1362,7,3,31,2560,0.8,87,1,1,0,0,1,1,3
1174,3,0.7,2,1,8,1097,1461,19,7,25,285,0.8,91,1,0,0,1,1,1,0
627,10,1.6,7,3,17,447,819,17,1,12,2476,0.2,131,1,1,0,0,1,1,1
1602,2,2.7,1,4,5,273,1062,16,9,46,1862,0.6,118,0,0,0,1,1,1,1
1733,10,1.5,1,4,15,590,997,6,4,6,3488,0.9,170,1,1,1,1,1,1,3
586,10,1.4,8,10,14,116,598,9,7,8,3178,0.5,142,1,0,0,1,1,1,2
1528,14,2.4,8,2,3,306,564,15,0,37,733,0.2,156,0,0,1,0,0,1,0
875,6,0.7,7,2,7,300,1316,14,5,23,756,0.1,110,0,0,0,0,0,0,0
1602,17,0.6,1,12,13,1259,1746,17,2,58,3622,0.4,170,0,0,1,1,0,0,3
1426,5,1.6,5,4,16,1573,1694,14,9,12,1277,0.7,174,0,0,0,0,1,1,1
1370,11,1.4,6,5,8,1392,1783,13,10,6,3703,0.2,158,0,0,1,0,1,1,3
609,18,0.5,6,4,6,113,1524,16,3,10,1905,0.1,81,0,1,1,1,1,1,1
840,6,1.2,6,5,8,526,1728,12,2,15,2636,0.3,178,1,0,1,0,1,1,2
991,10,2.0,5,2,6,1209,1678,11,9,12,2014,0.3,158,0,0,0,0,1,1,2
1724,6,1.8,2,0,1,655,828,18,16,9,3056,0.8,100,0,1,0,0,1,1,3
584,4,1.8,3,0,0,1123,1622,12,8,19,465,0.3,168,0,1,1,0,1,1,0
860,20,1.3,6,1,13,692,979,16,14,49,3869,0.7,141,1,1,1,1,1,1,3
1541,7,2.8,5,10,15,796,1052,12,1,28,1108,0.2,165,1,1,0,1,1,1,1
615,5,0.5,5,7,8,1021,1958,14,5,58,1906,0.5,130,1,1,0,0,0,1,1
912,4,2.8,4,6,11,995,1310,8,4,46,851,0.4,84,1,1,1,1,1,1,0
1278,19,1.2,7,10,14,1244,1504,11,4,60,3142,0.6,172,0,1,0,1,1,1,3
1365,13,0.6,4,0,0,293,970,14,7,31,1300,0.3,125,0,0,0,1,1,1,0
1702,10,1.0,5,7,9,1240,1931,8,6,36,1430,0.1,177,0,0,0,0,0,0,2
589,6,0.5,8,1,4,759,1858,16,10,59,362,0.7,146,0,1,1,1,1,1,0
1347,13,1.5,1,10,19,398,1528,13,0,56,2456,0.3,95,1,0,1,1,0,1,2
1644,19,2.8,8,0,0,358,791,7,4,44,2360,1.0,137,0,0,0,0,1,1,2
956,7,1.9,7,1,11,403,1614,10,0,42,3700,0.1,133,1,0,1,0,0,1,3
1089,13,1.4,7,10,20,211,1409,7,5,2,2620,0.1,153,1,0,0,0,0,1,2
871,17,0.6,3,2,3,194,1437,14,7,52,437,0.1,178,0,0,0,0,0,1,0
664,18,1.5,2,5,19,1076,1472,11,5,6,3774,0.9,164,0,0,0,0,1,1,3
1874,17,0.6,2,1,9,1238,1418,15,10,19,1218,0.8,192,0,1,1,0,0,0,1
1928,15,2.6,5,5,16,229,1004,14,12,5,696,0.8,162,0,0,1,1,0,1,0
888,20,2.6,2,2,17,327,1683,12,1,33,3407,0.4,198,1,0,0,0,1,1,3
1077,3,1.7,7,1,13,135,1892,9,3,58,3902,0.8,86,1,1,0,0,0,1,3
1023,19,2.3,8,5,7,5,1744,10,0,30,2086,0.2,80,1,1,1,1,1,1,1
1426,16,0.8,3,2,10,715,1163,15,9,42,1356,0.6,84,0,1,0,1,1,1,1
831,20,1.7,5,7,11,511,621,6,5,26,1704,0.7,177,1,0,1,1,1,1,0
1496,11,1.3,3,0,9,549,1383,16,1,6,3571,0.5,85,1,1,1,1,1,1,3
1433,19,2.3,5,2,11,420,784,18,15,5,2132,0.1,129,0,1,0,1,1,1,1
1095,8,2.6,4,0,5,838,1066,13,11,44,3209,0.7,103,1,1,1,1,1,1,3
643,2,0.7,1,3,9,314,1400,13,6,23,2096,0.8,156,1,1,0,0,1,1,1
1142,6,1.1,4,0,0,739,1766,19,0,6,1273,0.5,198,0,1,0,0,1,1,1
730,15,0.5,5,3,10,62,846,9,4,27,3623,0.1,112,1,1,1,0,1,1,2
1901,12,0.5,2,5,17,3,1662,5,1,41,368,0.6,131,0,1,0,0,1,1,0
1510,10,0.6,3,1,8,963,1520,8,2,32,854,0.7,135,1,0,0,1,0,1,1
1924,16,2.6,6,0,0,1438,1923,10,9,59,3646,0.9,136,0,0,0,1,1,1,3
1825,2,1.1,4,13,18,1621,1773,12,4,17,3130,0.1,157,1,0,0,1,1,1,3
1275,4,0.5,1,3,9,19,501,13,4,5,3784,0.2,152,1,1,1,0,1,1,3
987,14,2.3,7,9,17,887,1274,11,0,17,3885,0.8,124,0,1,1,0,0,1,3
1538,12,2.3,7,6,7,567,986,18,10,13,1494,0.2,121,0,1,1,1,1,1,1
1965,20,0.5,5,4,13,584,676,11,1,29,2973,0.5,149,0,1,1,1,1,1,3
808,11,1.9,6,7,14,496,974,13,4,20,1471,0.8,185,0,0,1,0,0,0,0
712,12,0.5,2,6,11,1245,1309,11,10,27,2001,0.5,86,0,0,1,1,0,1,1
1507,19,0.9,5,0,0,682,888,15,3,42,1486,0.4,123,1,1,0,0,1,1,1
912,6,0.7,3,3,6,724,794,7,2,47,1321,0.9,182,0,0,1,1,0,0,0
769,11,1.2,8,2,4,1384,1454,18,2,17,1877,0.1,95,0,1,0,1,0,0,1
948,19,2.3,5,14,20,257,1654,11,7,22,3499,0.1,173,0,0,1,1,0,1,3
507,12,1.9,1,0,0,17,1084,6,0,39,2124,0.7,142,1,1,1,0,1,1,1
1384,15,2.8,3,15,18,983,1210,18,12,60,1221,0.1,82,1,1,0,1,0,1,1
1766,6,1.3,8,1,20,439,1306,19,2,29,2316,0.5,194,0,1,0,1,0,0,2
1407,8,1.8,4,5,6,925,1206,6,0,16,1068,0.2,170,1,0,1,0,1,1,1
614,4,2.9,4,3,7,409,603,13,12,24,1930,0.2,94,1,0,0,1,1,1,1
1972,8,2.9,7,9,18,293,952,8,1,14,1316,0.4,196,0,0,1,0,0,1,1
1039,15,0.5,8,8,9,384,1878,18,12,47,1742,0.2,130,1,0,0,0,0,1,1
511,14,3.0,8,5,13,149,1285,14,7,34,3265,0.9,125,1,1,0,0,1,1,2
1811,8,2.5,4,4,16,447,568,13,7,5,2700,0.6,98,0,1,1,1,1,1,2
1159,18,1.5,4,3,8,717,1206,8,7,36,2115,0.4,104,0,0,0,0,0,0,2
1848,8,1.3,2,7,19,195,533,9,7,12,3915,0.1,178,1,0,0,1,0,0,3
1988,14,0.5,8,0,1,153,696,16,2,16,3144,0.1,94,0,1,0,0,1,1,3
1469,2,0.5,7,3,8,1699,1850,17,16,58,1571,0.5,150,0,0,0,0,1,1,2
1423,9,0.6,5,12,13,501,640,10,8,44,2253,0.8,131,0,0,0,0,0,0,1
1974,17,0.5,6,9,12,530,1496,6,1,10,1433,0.8,145,1,0,0,0,0,0,1
835,13,0.8,5,2,18,396,1378,15,2,42,2583,0.8,128,1,0,1,1,1,1,2
1429,16,0.6,5,8,9,670,1552,6,1,42,1817,0.9,151,0,0,0,0,0,1,1
947,6,0.5,2,1,15,193,887,17,1,51,2915,0.1,144,0,1,1,1,1,1,2
1446,16,2.8,8,0,1,351,1769,8,0,18,3340,0.3,178,1,1,1,1,1,1,3
1332,10,1.3,7,5,19,846,855,19,11,7,2790,0.8,168,1,0,1,0,1,1,2
1498,12,1.2,4,0,1,111,1167,14,12,14,577,0.1,191,1,1,1,0,1,1,0
1576,6,0.9,2,0,4,1213,1386,17,2,14,3220,0.4,173,1,1,1,0,1,1,3
1398,11,1.6,1,8,12,755,1284,14,3,26,3488,0.8,150,1,0,1,0,1,1,3
1885,16,2.4,4,12,15,1406,1517,9,6,14,1277,0.6,92,1,0,0,1,1,1,1
798,3,0.5,2,7,15,497,627,14,9,2,3593,0.8,148,1,1,1,0,0,0,2
1436,19,2.5,8,0,1,1826,1836,12,5,42,2736,0.9,124,1,0,1,0,1,1,3
1998,18,1.2,8,8,19,50,1356,17,9,31,2311,0.6,196,0,1,1,0,0,1,2
1321,16,1.3,8,0,9,817,941,7,6,63,1464,0.4,109,0,1,1,1,1,1,1
1021,14,1.3,2,7,12,901,1793,6,1,9,1355,0.7,192,0,0,1,0,0,1,1
1339,7,2.3,2,0,1,212,1269,6,4,40,2382,0.1,123,1,1,0,1,0,1,2
1210,17,1.6,4,9,20,329,1039,16,0,57,1886,0.5,111,1,1,0,1,0,1,1
1949,19,0.5,5,2,9,837,1182,7,3,31,832,0.1,145,1,1,0,0,1,1,1
882,8,0.7,6,9,16,248,884,19,11,28,751,0.2,151,1,0,0,1,1,1,0
1549,11,1.5,5,0,7,632,1162,10,8,27,436,0.4,113,1,1,0,0,1,1,0
1991,10,2.2,1,1,13,366,613,6,5,42,722,0.7,82,1,0,1,0,1,1,0
796,2,0.5,1,2,8,174,518,7,3,12,1075,0.5,114,0,0,1,0,0,0,0
1012,10,0.5,4,4,6,882,1195,8,0,39,2802,0.1,161,1,0,1,0,0,1,2
1318,2,1.9,2,0,15,688,1591,12,10,11,1780,0.8,188,1,0,0,0,1,1,1
1708,16,0.8,4,8,16,263,1345,19,16,14,1247,0.9,197,0,0,0,0,1,1,1
598,19,0.8,8,8,9,118,764,11,2,62,3066,0.1,117,1,1,1,0,1,1,2
541,12,2.3,8,4,17,1012,1226,11,2,51,403,0.4,200,0,1,0,0,0,0,0
818,3,0.5,5,2,17,586,1552,19,12,23,2518,0.2,192,1,0,1,0,1,1,2
1414,14,0.5,2,0,0,294,1233,18,6,15,1069,0.8,168,0,0,0,0,1,1,0
601,9,1.7,4,3,11,818,1827,14,8,6,2651,0.8,169,1,1,0,1,1,1,2
561,19,2.8,7,2,6,426,865,15,12,40,2974,0.1,99,1,1,0,1,1,1,2
1616,2,2.3,5,3,8,151,1133,7,3,52,657,0.1,100,1,1,1,0,0,1,0
1263,10,1.4,2,1,2,409,644,18,13,32,3372,0.4,103,1,1,1,0,1,1,3
1604,20,1.9,5,0,2,641,1156,15,9,63,1464,0.6,93,1,1,1,0,1,1,1
539,3,2.0,4,1,2,958,967,7,4,24,1326,0.5,86,1,0,1,0,0,1,0
1071,7,2.6,4,0,5,1328,1970,6,5,49,3393,0.3,199,0,0,0,0,0,1,3
826,7,0.5,2,0,0,354,530,17,3,57,323,0.5,135,1,0,0,1,1,1,0
771,6,2.9,1,2,8,1709,1781,9,3,62,1628,0.7,106,0,0,1,0,0,0,1
1811,13,2.9,8,0,2,1099,1553,8,3,33,2610,0.2,132,0,0,1,0,0,1,3
1842,4,2.2,4,7,10,783,1227,16,11,56,3721,0.4,179,1,1,1,1,0,0,3
1420,17,2.8,8,1,8,194,1393,17,1,50,763,0.1,100,1,0,1,1,0,0,0
1763,13,0.5,3,12,19,238,1893,17,12,10,792,0.2,184,1,0,0,1,0,1,0
1163,19,1.9,5,6,20,919,1076,14,0,2,1568,0.9,133,0,1,0,0,0,1,1
1805,17,0.5,4,0,2,758,891,19,4,29,1276,0.2,182,0,1,1,0,0,0,1
610,12,1.6,4,9,19,1039,1273,10,4,52,3472,0.4,90,1,1,1,1,0,1,3
1533,11,1.1,4,18,20,1054,1393,8,2,17,2520,0.3,160,1,1,0,1,1,1,2
1924,19,0.5,2,3,10,122,686,13,3,63,3423,0.3,111,0,0,0,0,1,1,3
1801,9,0.5,6,6,10,100,1708,14,8,52,258,0.9,120,1,0,0,0,0,1,0
1726,6,1.9,5,1,3,1221,1804,16,7,42,1868,0.6,106,0,1,0,0,1,1,2
794,18,2.5,3,15,19,312,1376,19,8,14,2171,0.6,197,1,0,0,1,0,0,1
1686,5,0.5,5,4,8,599,1073,11,10,28,780,0.8,182,1,1,0,0,0,0,0
1444,10,2.1,1,0,1,1274,1340,17,5,6,712,0.9,103,1,1,0,0,0,0,0
1004,13,1.6,8,0,1,62,581,7,4,30,1012,1.0,160,1,0,1,1,1,1,0
1242,19,2.4,4,8,9,315,1796,11,10,28,318,0.2,166,0,1,0,0,0,1,0
539,15,1.5,6,6,8,1123,1709,18,11,26,3948,0.2,137,0,0,1,1,1,1,3
717,20,1.1,8,2,6,1878,1981,16,15,14,629,0.1,99,1,0,0,0,1,1,0
1540,5,0.7,7,0,1,318,831,11,8,29,1161,0.1,157,1,0,0,0,1,1,0
672,6,0.5,8,7,17,574,1267,16,7,35,1403,0.1,99,0,0,0,0,1,1,0
1325,18,0.5,4,0,8,1353,1915,19,3,13,3707,1.0,133,0,1,1,0,1,1,3
950,4,0.5,8,6,7,86,1681,6,5,55,1305,0.1,124,0,0,0,1,1,1,0
948,9,1.5,4,6,7,340,1728,17,13,18,2926,0.3,119,1,0,1,1,0,1,2
1328,5,0.5,3,5,18,602,1156,7,2,27,2674,0.3,144,0,1,0,1,1,1,2
1447,20,0.5,2,3,5,963,1062,8,4,40,471,0.7,184,0,0,0,1,0,0,0
1973,8,0.5,8,3,7,127,507,12,10,21,1724,0.8,95,1,1,0,1,0,0,1
1731,20,2.3,4,18,20,142,1039,9,3,60,1220,0.5,171,1,1,1,0,0,0,1
1617,8,1.5,2,1,10,274,1079,19,10,63,2754,0.7,111,0,0,1,1,1,1,2
1791,16,0.5,5,1,4,371,682,17,8,33,594,0.5,110,1,1,0,1,1,1,0
851,14,2.3,2,7,9,788,1007,12,2,54,1005,1.0,101,1,0,0,1,1,1,0
856,12,1.9,1,0,7,395,1027,6,3,14,2439,0.6,115,1,0,1,1,1,1,1
714,10,0.5,4,1,2,643,1527,12,10,30,2302,0.3,145,0,1,1,1,0,0,1
951,16,0.5,2,6,17,854,935,16,11,15,1083,0.6,81,0,0,1,0,1,1,0
1303,15,2.1,8,6,15,1335,1873,9,3,10,2219,0.4,109,0,1,1,1,1,1,2
1550,14,2.7,7,2,5,1541,1619,12,3,32,1571,0.1,126,0,1,0,0,0,0,2
1759,16,1.4,4,10,13,382,1163,18,5,15,2107,0.4,101,0,1,1,0,1,1,2
1448,18,0.5,5,18,19,846,1144,9,4,2,593,0.2,100,1,0,1,1,0,1,0
1987,6,1.9,8,0,18,960,1925,12,4,50,857,0.7,119,0,1,1,0,0,1,1
908,7,2.1,5,1,2,154,941,16,12,44,3518,0.6,95,0,0,1,1,0,1,3
820,17,0.5,4,2,4,468,694,17,7,58,1284,0.3,160,1,0,0,1,0,0,0
904,16,2.7,6,4,7,1094,1496,19,18,19,545,0.6,147,1,0,0,0,0,0,0
667,12,1.3,6,4,10,272,870,9,5,6,3566,0.1,149,1,0,0,1,1,1,2
1109,17,2.1,1,1,4,165,1103,13,5,34,2821,0.1,173,0,0,0,1,0,1,2
1333,5,1.4,7,3,5,394,1301,18,16,59,3442,0.7,183,0,0,1,0,1,1,3
1352,14,2.4,6,5,9,629,1299,12,1,6,1309,0.9,92,0,0,0,0,1,1,1
1600,18,2.5,6,1,9,831,1713,10,3,19,1179,0.6,88,1,0,0,1,0,0,1
1454,19,1.4,8,8,20,903,910,16,0,37,1713,0.8,80,1,0,0,0,0,0,1
1489,14,2.1,3,0,1,923,1759,9,3,9,1663,0.4,169,1,0,0,1,0,1,1
1823,19,2.8,8,11,19,362,1250,5,0,10,1812,0.6,81,1,0,1,1,0,1,2
1581,2,1.0,4,9,19,693,850,19,9,41,1384,0.4,172,0,1,1,1,0,0,1
1672,7,1.7,8,1,4,1250,1435,11,6,44,1348,0.5,172,1,1,1,1,1,1,1
1283,6,0.7,4,0,6,1135,1923,17,15,27,3957,0.2,80,1,1,0,0,1,1,3
630,12,2.0,8,9,13,66,1448,12,8,14,1212,0.5,180,0,0,0,0,1,1,0
659,10,2.2,8,0,2,924,1877,8,1,24,3925,0.7,151,0,0,1,1,1,1,3
1811,18,0.5,6,0,0,204,1132,17,11,32,348,1.0,115,1,1,0,1,0,1,0
